No,Nama File,Kategori,Kode Kat,Nama Sampah,Nama Folder,Dapat Terurai,Waktu Urai,Referensi & Sumber Waktu Urai,Daur Ulang,Nilai Jual,Kesulitan Daur Ulang,Nilai Jual (Rp/kg),Biaya Proses (Rp/kg),Emisi CO2e (kg),Potensi Pengolahan,Olahan Sampah,Jenis Bahaya,Detail Bahaya,Metode Pengumpulan,Standar Regulasi
11943,kabel_listrik_bekas_243,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11944,kabel_listrik_bekas_244,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11945,kabel_listrik_bekas_245,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11946,kabel_listrik_bekas_246,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11947,kabel_listrik_bekas_247,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11948,kabel_listrik_bekas_248,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11949,kabel_listrik_bekas_249,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11950,kabel_listrik_bekas_250,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11951,kabel_listrik_bekas_251,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11952,kabel_listrik_bekas_252,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11953,kabel_listrik_bekas_253,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11954,kabel_listrik_bekas_254,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11955,kabel_listrik_bekas_255,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11956,kabel_listrik_bekas_256,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11957,kabel_listrik_bekas_257,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11958,kabel_listrik_bekas_258,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11959,kabel_listrik_bekas_259,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11960,kabel_listrik_bekas_260,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11961,kabel_listrik_bekas_261,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11962,kabel_listrik_bekas_262,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11963,kabel_listrik_bekas_263,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11964,kabel_listrik_bekas_264,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11965,kabel_listrik_bekas_265,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11966,kabel_listrik_bekas_266,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11967,kabel_listrik_bekas_267,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11968,kabel_listrik_bekas_268,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11969,kabel_listrik_bekas_269,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11970,kabel_listrik_bekas_270,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11971,kabel_listrik_bekas_271,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11972,kabel_listrik_bekas_272,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11973,kabel_listrik_bekas_273,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11974,kabel_listrik_bekas_274,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11975,kabel_listrik_bekas_275,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11976,kabel_listrik_bekas_276,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11977,kabel_listrik_bekas_277,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11978,kabel_listrik_bekas_278,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11979,kabel_listrik_bekas_279,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11980,kabel_listrik_bekas_280,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11981,kabel_listrik_bekas_281,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11982,kabel_listrik_bekas_282,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11983,kabel_listrik_bekas_283,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11984,kabel_listrik_bekas_284,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11985,kabel_listrik_bekas_285,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11986,kabel_listrik_bekas_286,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11987,kabel_listrik_bekas_287,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11988,kabel_listrik_bekas_288,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11989,kabel_listrik_bekas_289,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11990,kabel_listrik_bekas_290,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11991,kabel_listrik_bekas_291,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11992,kabel_listrik_bekas_292,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11993,kabel_listrik_bekas_293,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11994,kabel_listrik_bekas_294,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11995,kabel_listrik_bekas_295,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11996,kabel_listrik_bekas_296,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11997,kabel_listrik_bekas_297,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11998,kabel_listrik_bekas_298,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
11999,kabel_listrik_bekas_299,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
12000,kabel_listrik_bekas_300,B3,B3,Kabel listrik bekas,kabel_listrik_bekas,Tidak,500-1000 tahun,500-1000 th | USEPA; Basel Convention; StEP (2020),Ya,Ya,Sangat Sulit,Tinggi (> Rp 5.000/kg),Sangat Tinggi (> Rp 5.000/kg),2.88,Bahan Baku Industri,Daur ulang tembaga,Kimia,"Timbal, merkuri, kadmium, BFR (brominated flame retardants)",Pengepul,SNI 19-2454-2002
12001,aerosol_1,B3,B3,Aerosol,aerosol,Tidak,80–200 tahun,80–200 th | EPA Aerosol Can Recycling (2021); Basel Convention,Ya,Ya,Sangat Sulit,Sedang (Rp 2.000–4.000/kg),Sangat Tinggi (> Rp 5.000/kg),3.1,Bahan Baku Industri,Daur ulang logam aluminium,Kimia,Sisa gas bertekanan dan bahan mudah terbakar,Pengepul,PP No. 22 Tahun 2021 tentang Pengelolaan Limbah B3
12002,aerosol_2,B3,B3,Aerosol,aerosol,Tidak,80–200 tahun,80–200 th | EPA Aerosol Can Recycling (2021); Basel Convention,Ya,Ya,Sangat Sulit,Sedang (Rp 2.000–4.000/kg),Sangat Tinggi (> Rp 5.000/kg),3.1,Bahan Baku Industri,Daur ulang logam aluminium,Kimia,Sisa gas bertekanan dan bahan mudah terbakar,Pengepul,PP No. 22 Tahun 2021 tentang Pengelolaan Limbah B3
12003,aerosol_3,B3,B3,Aerosol,aerosol,Tidak,80–200 tahun,80–200 th | EPA Aerosol Can Recycling (2021); Basel Convention,Ya,Ya,Sangat Sulit,Sedang (Rp 2.000–4.000/kg),Sangat Tinggi (> Rp 5.000/kg),3.1,Bahan Baku Industri,Daur ulang logam aluminium,Kimia,Sisa gas bertekanan dan bahan mudah terbakar,Pengepul,PP No. 22 Tahun 2021 tentang Pengelolaan Limbah B3
12004,aerosol_4,B3,B3,Aerosol,aerosol,Tidak,80–200 tahun,80–200 th | EPA Aerosol Can Recycling (2021); Basel Convention,Ya,Ya,Sangat Sulit,Sedang (Rp 2.000–4.000/kg),Sangat Tinggi (> Rp 5.000/kg),3.1,Bahan Baku Industri,Daur ulang logam aluminium,Kimia,Sisa gas bertekanan dan bahan mudah terbakar,Pengepul,PP No. 22 Tahun 2021 tentang Pengelolaan Limbah B3
